Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 100.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470849'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470849'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 8, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470849'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.56	0.52(0.52)	0.04(712)
0	4.08	0.52(0.52)	3.56(712)
0	0.88	0.52(0.52)	0.36(712)
0	0.52	0.52(0.52)	0.0(712)
10	0.44	0.4(0.4)	0.04(893)
10	3.24	0.37(0.37)	2.86(573)
10	0.46	0.46(0.46)	0.0(894)
10	0.82	0.41(0.41)	0.41(817)
20	0.54	0.49(0.49)	0.05(964)
20	3.83	0.48(0.48)	3.36(672)
20	0.5	0.49(0.49)	0.0(975)
20	0.95	0.52(0.52)	0.43(867)
30	0.54	0.49(0.49)	0.05(907)
30	3.47	0.45(0.45)	3.02(603)
30	0.49	0.48(0.48)	0.0(919)
30	0.91	0.49(0.49)	0.42(837)
40	3.08	0.38(0.38)	2.7(540)
40	0.46	0.42(0.42)	0.04(877)
40	0.44	0.44(0.44)	0.0(896)
40	0.83	0.45(0.45)	0.38(757)
50	4.19	0.44(0.44)	3.75(750)
50	0.58	0.52(0.52)	0.06(1210)
50	0.52	0.51(0.51)	0.01(1215)
50	1.04	0.5(0.5)	0.54(1071)
60	3.25	0.41(0.41)	2.84(568)
60	0.51	0.47(0.47)	0.04(858)
60	0.47	0.46(0.46)	0.0(878)
60	0.83	0.46(0.46)	0.38(752)
70	2.81	0.35(0.35)	2.46(492)
70	0.45	0.41(0.41)	0.04(791)
70	0.41	0.4(0.4)	0.0(800)
70	0.76	0.41(0.41)	0.35(701)
80	2.72	0.35(0.35)	2.37(474)
80	0.43	0.39(0.39)	0.04(781)
80	0.36	0.36(0.36)	0.0(792)
80	0.71	0.37(0.37)	0.35(693)
90	3.36	0.46(0.46)	2.9(580)
90	0.48	0.44(0.44)	0.05(902)
90	0.42	0.42(0.42)	0.0(918)
90	0.86	0.46(0.46)	0.4(795)
100	2.32	0.31(0.31)	2.01(402)
100	0.32	0.28(0.28)	0.04(703)
100	0.28	0.27(0.27)	0.0(711)
100	0.64	0.32(0.32)	0.32(639)
110	2.87	0.4(0.4)	2.47(494)
110	0.44	0.4(0.4)	0.04(795)
110	0.41	0.41(0.41)	0.0(800)
110	0.77	0.42(0.42)	0.35(709)
120	3.0	0.37(0.37)	2.63(526)
120	0.44	0.4(0.4)	0.04(851)
120	0.39	0.38(0.38)	0.0(860)
120	0.74	0.38(0.38)	0.37(739)
130	2.56	0.33(0.33)	2.23(445)
130	0.39	0.35(0.35)	0.04(813)
130	0.38	0.37(0.37)	0.0(832)
130	0.71	0.36(0.36)	0.35(698)
140	2.23	0.35(0.35)	1.88(376)
140	0.45	0.41(0.41)	0.03(700)
140	0.4	0.39(0.39)	0.0(705)
140	0.71	0.4(0.4)	0.31(619)
150	3.02	0.3(0.3)	2.72(545)
150	0.32	0.27(0.27)	0.05(967)
150	0.3	0.3(0.3)	0.0(986)
150	0.72	0.3(0.3)	0.42(849)
160	2.51	0.29(0.29)	2.22(444)
160	0.35	0.35(0.35)	0.0(785)
160	0.4	0.36(0.36)	0.04(772)
160	0.7	0.35(0.35)	0.35(693)
170	2.99	0.37(0.37)	2.62(525)
170	0.4	0.39(0.39)	0.0(893)
170	0.45	0.41(0.41)	0.04(887)
170	0.79	0.4(0.4)	0.4(791)
180	1.93	0.12(0.12)	1.81(362)
180	0.1	0.1(0.1)	0.0(607)
180	0.14	0.11(0.11)	0.03(599)
180	0.37	0.1(0.1)	0.27(543)
190	2.02	0.02(0.02)	2.0(399)
190	-0.02	-0.02(-0.02)	0.0(672)
190	0.05	0.02(0.02)	0.03(656)
190	0.29	-0.0(-0.0)	0.29(586)
200	2.38	0.2(0.2)	2.18(436)
200	0.22	0.22(0.22)	0.0(833)
200	0.29	0.25(0.25)	0.04(818)
200	0.62	0.26(0.26)	0.36(725)
210	2.3	0.23(0.23)	2.06(413)
210	0.19	0.18(0.18)	0.0(871)
210	0.24	0.19(0.19)	0.04(846)
210	0.58	0.2(0.2)	0.38(759)
220	2.7	0.41(0.41)	2.29(458)
220	0.42	0.42(0.42)	0.0(870)
220	0.49	0.44(0.44)	0.04(860)
220	0.82	0.44(0.44)	0.38(764)
230	2.78	0.27(0.27)	2.5(500)
230	0.31	0.3(0.3)	0.0(862)
230	0.33	0.29(0.29)	0.04(853)
230	0.69	0.3(0.3)	0.38(766)
240	2.28	0.21(0.21)	2.08(416)
240	0.2	0.2(0.2)	0.0(782)
240	0.25	0.21(0.21)	0.04(776)
240	0.56	0.22(0.22)	0.34(671)
250	1.87	0.05(0.05)	1.82(364)
250	0.09	0.09(0.09)	0.0(783)
250	0.11	0.07(0.07)	0.04(759)
250	0.41	0.08(0.08)	0.32(647)
260	1.95	0.02(0.02)	1.93(386)
260	0.1	0.1(0.1)	0.0(771)
260	0.1	0.06(0.06)	0.04(748)
260	0.38	0.06(0.06)	0.32(644)
270	1.76	0.09(0.09)	1.67(333)
270	0.18	0.17(0.17)	0.0(626)
270	0.18	0.15(0.15)	0.03(613)
270	0.41	0.14(0.14)	0.27(546)
280	1.85	0.05(0.05)	1.8(359)
280	0.23	0.22(0.22)	0.0(801)
280	0.28	0.24(0.24)	0.04(818)
280	0.56	0.21(0.21)	0.34(685)
290	1.58	-0.03(-0.03)	1.61(322)
290	0.01	0.01(0.01)	0.0(640)
290	0.07	0.04(0.04)	0.03(626)
290	0.3	0.03(0.03)	0.28(551)
300	1.73	0.01(0.01)	1.72(344)
300	0.12	0.11(0.11)	0.0(795)
300	0.17	0.13(0.13)	0.04(787)
300	0.45	0.12(0.12)	0.33(654)
310	0.76	-0.57(-0.57)	1.33(266)
310	-0.3	-0.3(-0.3)	0.0(614)
310	-0.23	-0.27(-0.27)	0.03(605)
310	-0.08	-0.33(-0.33)	0.25(507)
320	1.24	-0.16(-0.16)	1.4(280)
320	-0.04	-0.04(-0.04)	0.0(715)
320	0.0	-0.03(-0.03)	0.03(697)
320	0.26	-0.03(-0.03)	0.29(579)
330	0.86	-0.35(-0.35)	1.22(244)
330	-0.22	-0.22(-0.22)	0.0(544)
330	-0.15	-0.17(-0.17)	0.03(538)
340	0.88	-0.41(-0.41)	1.3(260)
330	-0.02	-0.23(-0.23)	0.22(432)
340	-0.23	-0.24(-0.24)	0.0(589)
340	-0.2	-0.23(-0.23)	0.03(576)
350	0.94	-0.16(-0.16)	1.1(221)
340	-0.03	-0.26(-0.26)	0.23(463)
350	-0.02	-0.02(-0.02)	0.0(634)
350	0.01	-0.02(-0.02)	0.03(616)
360	0.44	-0.48(-0.48)	0.91(182)
350	0.18	-0.06(-0.06)	0.24(478)
360	-0.28	-0.29(-0.29)	0.0(547)
360	-0.26	-0.29(-0.29)	0.03(529)
370	0.4	-0.45(-0.45)	0.84(169)
360	-0.16	-0.36(-0.36)	0.2(400)
370	-0.23	-0.24(-0.24)	0.0(585)
370	-0.21	-0.24(-0.24)	0.03(565)
380	0.34	-0.47(-0.47)	0.81(162)
370	-0.08	-0.29(-0.29)	0.21(417)
380	-0.28	-0.29(-0.29)	0.0(601)
380	-0.26	-0.28(-0.28)	0.03(578)
390	0.07	-0.77(-0.77)	0.83(167)
380	-0.14	-0.35(-0.35)	0.21(422)
390	-0.58	-0.58(-0.58)	0.0(650)
390	-0.52	-0.55(-0.55)	0.03(625)
400	1.12	0.29(0.29)	0.83(166)
390	-0.41	-0.63(-0.63)	0.22(449)
400	0.32	0.31(0.31)	0.0(650)
400	0.33	0.3(0.3)	0.03(624)
400	0.52	0.29(0.29)	0.22(449)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470850'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470850'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470850'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470850'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	4.44	0.88(0.88)	3.56(712)
0	0.91	0.88(0.88)	0.04(712)
0	1.23	0.88(0.88)	0.36(712)
0	0.88	0.88(0.88)	0.0(712)
10	4.04	0.69(0.69)	3.36(671)
10	0.74	0.7(0.7)	0.04(738)
10	0.71	0.71(0.71)	0.0(739)
10	1.08	0.72(0.72)	0.37(732)
20	3.97	0.55(0.55)	3.42(684)
20	0.58	0.57(0.57)	0.0(822)
20	0.6	0.56(0.56)	0.04(820)
20	0.98	0.57(0.57)	0.4(809)
30	3.43	0.52(0.52)	2.91(583)
30	0.56	0.56(0.56)	0.0(755)
30	0.6	0.56(0.56)	0.04(752)
30	0.92	0.55(0.55)	0.37(738)
40	2.87	0.2(0.2)	2.67(534)
40	0.28	0.28(0.28)	0.0(745)
40	0.3	0.26(0.26)	0.04(743)
40	0.64	0.28(0.28)	0.36(725)
50	3.62	0.29(0.29)	3.33(666)
50	0.35	0.34(0.34)	0.01(1010)
50	0.38	0.33(0.33)	0.05(1006)
50	0.82	0.33(0.33)	0.49(975)
60	2.42	0.21(0.21)	2.21(442)
60	0.26	0.26(0.26)	0.0(726)
60	0.27	0.23(0.23)	0.04(723)
60	0.6	0.25(0.25)	0.35(697)
70	2.04	0.1(0.1)	1.94(388)
70	0.19	0.19(0.19)	0.0(671)
70	0.23	0.2(0.2)	0.03(668)
70	0.48	0.16(0.16)	0.32(641)
80	1.3	-0.45(-0.45)	1.75(351)
80	-0.27	-0.27(-0.27)	0.0(657)
80	-0.23	-0.26(-0.26)	0.03(653)
80	-0.03	-0.34(-0.34)	0.31(623)
90	2.07	0.14(0.14)	1.93(385)
90	0.25	0.25(0.25)	0.0(758)
90	0.29	0.25(0.25)	0.04(754)
90	0.58	0.22(0.22)	0.36(716)
100	0.9	-0.48(-0.48)	1.38(277)
100	-0.33	-0.33(-0.33)	0.0(585)
100	-0.28	-0.31(-0.31)	0.03(582)
100	-0.1	-0.37(-0.37)	0.28(550)
110	1.29	-0.22(-0.22)	1.51(302)
110	-0.12	-0.13(-0.13)	0.0(663)
110	-0.1	-0.14(-0.14)	0.03(659)
110	0.13	-0.18(-0.18)	0.31(621)
120	1.51	-0.01(-0.01)	1.52(304)
120	0.06	0.06(0.06)	0.0(714)
120	0.09	0.05(0.05)	0.04(709)
120	0.36	0.03(0.03)	0.33(665)
130	1.06	-0.36(-0.36)	1.42(284)
130	-0.29	-0.29(-0.29)	0.0(687)
130	-0.23	-0.27(-0.27)	0.03(682)
130	0.03	-0.29(-0.29)	0.32(638)
140	0.85	-0.3(-0.3)	1.16(231)
140	-0.22	-0.22(-0.22)	0.0(584)
140	-0.23	-0.26(-0.26)	0.03(580)
140	0.01	-0.26(-0.26)	0.27(541)
150	0.77	-0.75(-0.75)	1.52(304)
150	-0.62	-0.62(-0.62)	0.0(809)
150	-0.51	-0.55(-0.55)	0.04(802)
150	-0.26	-0.63(-0.63)	0.37(745)
160	0.6	-0.59(-0.59)	1.19(238)
160	-0.37	-0.37(-0.37)	0.0(655)
160	-0.39	-0.43(-0.43)	0.03(650)
160	-0.17	-0.47(-0.47)	0.3(602)
170	0.88	-0.41(-0.41)	1.3(259)
170	-0.28	-0.28(-0.28)	0.0(731)
170	-0.27	-0.31(-0.31)	0.04(726)
170	0.02	-0.32(-0.32)	0.34(670)
180	0.39	-0.49(-0.49)	0.88(176)
180	-0.42	-0.42(-0.42)	0.0(507)
180	-0.37	-0.4(-0.4)	0.03(504)
180	-0.18	-0.41(-0.41)	0.23(464)
190	-0.08	-1.02(-1.02)	0.94(188)
190	-0.78	-0.78(-0.78)	0.0(561)
190	-0.76	-0.79(-0.79)	0.03(557)
190	-0.58	-0.83(-0.83)	0.26(511)
200	0.67	-0.48(-0.48)	1.16(231)
200	-0.31	-0.32(-0.32)	0.0(712)
200	-0.27	-0.3(-0.3)	0.04(707)
200	-0.05	-0.38(-0.38)	0.32(648)
210	0.71	-0.46(-0.46)	1.16(233)
210	-0.26	-0.26(-0.26)	0.0(730)
210	-0.27	-0.31(-0.31)	0.04(724)
210	-0.02	-0.35(-0.35)	0.33(662)
220	0.96	-0.18(-0.18)	1.15(229)
220	-0.22	-0.22(-0.22)	0.0(749)
220	-0.19	-0.22(-0.22)	0.04(742)
220	0.12	-0.22(-0.22)	0.34(677)
230	0.67	-0.47(-0.47)	1.14(228)
230	-0.39	-0.39(-0.39)	0.0(744)
230	-0.33	-0.36(-0.36)	0.04(738)
230	-0.03	-0.37(-0.37)	0.34(673)
240	0.18	-0.86(-0.86)	1.03(207)
240	-0.59	-0.6(-0.6)	0.0(686)
240	-0.53	-0.56(-0.56)	0.03(680)
240	-0.36	-0.67(-0.67)	0.31(618)
250	0.4	-0.62(-0.62)	1.02(203)
250	-0.47	-0.47(-0.47)	0.0(700)
250	-0.43	-0.47(-0.47)	0.03(694)
260	-0.06	-1.07(-1.07)	1.01(202)
250	-0.19	-0.51(-0.51)	0.31(629)
260	-0.83	-0.84(-0.84)	0.0(694)
260	-0.84	-0.87(-0.87)	0.03(688)
270	0.07	-0.78(-0.78)	0.85(169)
260	-0.6	-0.91(-0.91)	0.31(623)
270	-0.52	-0.53(-0.53)	0.0(575)
270	-0.47	-0.5(-0.5)	0.03(570)
280	0.73	-0.32(-0.32)	1.05(210)
270	-0.27	-0.53(-0.53)	0.26(517)
280	-0.36	-0.36(-0.36)	0.0(747)
280	-0.31	-0.35(-0.35)	0.04(740)
290	0.08	-0.75(-0.75)	0.83(166)
290	-0.57	-0.57(-0.57)	0.0(600)
280	-0.07	-0.41(-0.41)	0.33(669)
290	-0.56	-0.59(-0.59)	0.03(595)
300	0.55	-0.53(-0.53)	1.09(217)
300	-0.37	-0.38(-0.38)	0.0(784)
290	-0.38	-0.65(-0.65)	0.27(537)
300	-0.36	-0.4(-0.4)	0.04(777)
310	-0.83	-1.69(-1.69)	0.86(172)
310	-1.45	-1.45(-1.45)	0.0(618)
300	-0.08	-0.44(-0.44)	0.35(701)
310	-1.39	-1.42(-1.42)	0.03(612)
320	0.2	-0.79(-0.79)	0.99(197)
320	-0.62	-0.63(-0.63)	0.0(723)
310	-1.22	-1.49(-1.49)	0.28(552)
320	-0.58	-0.61(-0.61)	0.04(716)
330	-0.2	-0.98(-0.98)	0.78(156)
330	-0.84	-0.84(-0.84)	0.0(572)
320	-0.36	-0.69(-0.69)	0.32(646)
330	-0.8	-0.83(-0.83)	0.03(567)
340	-0.1	-0.97(-0.97)	0.87(174)
340	-0.83	-0.83(-0.83)	0.0(635)
330	-0.62	-0.88(-0.88)	0.26(511)
340	-0.81	-0.84(-0.84)	0.03(629)
350	0.2	-0.75(-0.75)	0.95(190)
350	-0.61	-0.61(-0.61)	0.0(703)
340	-0.59	-0.87(-0.87)	0.28(567)
350	-0.52	-0.56(-0.56)	0.03(696)
360	-0.3	-1.17(-1.17)	0.87(174)
360	-0.81	-0.82(-0.82)	0.0(629)
350	-0.31	-0.62(-0.62)	0.31(627)
360	-0.87	-0.9(-0.9)	0.03(624)
370	0.06	-0.87(-0.87)	0.92(185)
370	-0.61	-0.61(-0.61)	0.0(686)
360	-0.66	-0.94(-0.94)	0.28(563)
370	-0.64	-0.67(-0.67)	0.03(680)
380	0.46	-0.53(-0.53)	0.99(198)
380	-0.5	-0.5(-0.5)	0.0(718)
370	-0.37	-0.68(-0.68)	0.31(612)
380	-0.43	-0.47(-0.47)	0.04(712)
390	-0.36	-1.42(-1.42)	1.06(212)
390	-1.14	-1.14(-1.14)	0.0(781)
380	-0.2	-0.52(-0.52)	0.32(642)
390	-1.08	-1.12(-1.12)	0.04(773)
400	1.26	0.19(0.19)	1.07(214)
400	0.23	0.22(0.22)	0.0(782)
390	-0.88	-1.22(-1.22)	0.35(696)
400	0.27	0.23(0.23)	0.04(775)
400	0.54	0.19(0.19)	0.35(698)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470851'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470851'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470851'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.03, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470851'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	1.23	0.88(0.88)	0.36(712)
0	0.91	0.88(0.88)	0.04(712)
0	0.88	0.88(0.88)	0.0(712)
0	4.44	0.88(0.88)	3.56(712)
10	0.68	0.32(0.32)	0.36(715)
10	0.33	0.32(0.32)	0.0(733)
10	3.13	0.31(0.31)	2.82(563)
10	0.38	0.35(0.35)	0.04(732)
20	0.68	0.29(0.29)	0.39(774)
20	0.31	0.31(0.31)	0.0(809)
20	2.71	0.28(0.28)	2.43(486)
20	0.35	0.31(0.31)	0.04(806)
30	0.35	0.35(0.35)	0.0(737)
30	0.74	0.39(0.39)	0.35(695)
30	2.19	0.31(0.31)	1.88(376)
30	0.38	0.34(0.34)	0.04(733)
40	-0.04	-0.04(-0.04)	0.0(722)
40	0.26	-0.08(-0.08)	0.34(670)
40	1.44	-0.17(-0.17)	1.61(322)
40	0.02	-0.01(-0.01)	0.04(717)
50	1.87	0.01(0.01)	1.86(372)
50	0.08	0.08(0.08)	0.0(969)
50	0.14	0.09(0.09)	0.05(960)
50	0.53	0.09(0.09)	0.44(884)
60	1.23	-0.02(-0.02)	1.25(249)
60	0.01	0.01(0.01)	0.0(692)
60	-0.01	-0.04(-0.04)	0.03(684)
60	0.26	-0.05(-0.05)	0.31(620)
70	0.95	-0.22(-0.22)	1.16(233)
70	-0.09	-0.09(-0.09)	0.0(636)
70	-0.06	-0.09(-0.09)	0.03(629)
70	0.16	-0.12(-0.12)	0.28(563)
80	0.55	-0.57(-0.57)	1.12(225)
80	-0.54	-0.55(-0.55)	0.0(616)
80	-0.57	-0.6(-0.6)	0.03(610)
80	-0.34	-0.61(-0.61)	0.27(541)
90	1.24	-0.07(-0.07)	1.3(261)
90	0.01	0.0(0.0)	0.0(708)
90	0.01	-0.03(-0.03)	0.03(700)
90	0.22	-0.09(-0.09)	0.31(616)
100	0.18	-0.82(-0.82)	1.0(200)
100	-0.69	-0.69(-0.69)	0.0(547)
100	-0.87	-0.9(-0.9)	0.03(539)
100	-0.62	-0.85(-0.85)	0.24(472)
110	0.65	-0.45(-0.45)	1.1(220)
110	-0.3	-0.3(-0.3)	0.0(616)
110	-0.47	-0.5(-0.5)	0.03(605)
110	-0.23	-0.49(-0.49)	0.26(527)
120	0.85	-0.29(-0.29)	1.13(226)
120	-0.29	-0.29(-0.29)	0.0(661)
120	-0.31	-0.34(-0.34)	0.03(649)
120	-0.08	-0.36(-0.36)	0.28(559)
130	0.33	-0.75(-0.75)	1.08(216)
130	-0.54	-0.54(-0.54)	0.0(634)
130	-0.65	-0.68(-0.68)	0.03(621)
130	-0.4	-0.66(-0.66)	0.27(531)
140	0.3	-0.62(-0.62)	0.93(186)
140	-0.61	-0.61(-0.61)	0.0(537)
140	-0.78	-0.81(-0.81)	0.03(525)
140	-0.58	-0.8(-0.8)	0.22(447)
150	0.05	-1.21(-1.21)	1.27(253)
150	-0.82	-0.82(-0.82)	0.0(739)
150	-1.01	-1.05(-1.05)	0.04(721)
150	-0.78	-1.08(-1.08)	0.3(609)
160	-0.04	-1.06(-1.06)	1.02(203)
160	-0.78	-0.79(-0.79)	0.0(598)
160	-1.04	-1.07(-1.07)	0.03(583)
160	-0.69	-0.94(-0.94)	0.25(491)
170	0.38	-0.75(-0.75)	1.13(226)
170	-0.65	-0.66(-0.66)	0.0(664)
170	-0.76	-0.79(-0.79)	0.03(647)
170	-0.38	-0.65(-0.65)	0.27(542)
180	-0.29	-1.06(-1.06)	0.77(155)
180	-0.88	-0.89(-0.89)	0.0(459)
180	-1.08	-1.1(-1.1)	0.02(448)
180	-0.88	-1.07(-1.07)	0.19(373)
190	-0.79	-1.64(-1.64)	0.85(170)
190	-1.42	-1.42(-1.42)	0.0(507)
190	-1.53	-1.56(-1.56)	0.02(493)
190	-1.38	-1.58(-1.58)	0.2(409)
200	0.05	-1.01(-1.01)	1.06(212)
200	-0.95	-0.95(-0.95)	0.0(641)
200	-0.97	-1.0(-1.0)	0.03(624)
200	-0.76	-1.02(-1.02)	0.26(516)
210	0.31	-0.75(-0.75)	1.06(213)
210	-0.66	-0.67(-0.67)	0.0(655)
210	-0.78	-0.81(-0.81)	0.03(637)
210	-0.52	-0.78(-0.78)	0.26(524)
220	0.51	-0.55(-0.55)	1.06(212)
220	-0.55	-0.55(-0.55)	0.0(668)
220	-0.55	-0.58(-0.58)	0.03(650)
220	-0.34	-0.6(-0.6)	0.27(531)
230	0.23	-0.83(-0.83)	1.07(213)
230	-0.71	-0.72(-0.72)	0.0(666)
230	-0.76	-0.79(-0.79)	0.03(647)
230	-0.49	-0.75(-0.75)	0.26(528)
240	-0.58	-1.56(-1.56)	0.97(194)
240	-1.32	-1.33(-1.33)	0.0(610)
240	-1.52	-1.55(-1.55)	0.03(593)
240	-1.22	-1.46(-1.46)	0.24(482)
250	-0.06	-1.02(-1.02)	0.96(192)
250	-0.96	-0.97(-0.97)	0.0(620)
250	-1.0	-1.03(-1.03)	0.03(603)
250	-0.77	-1.01(-1.01)	0.24(487)
260	-0.86	-1.8(-1.8)	0.94(188)
260	-1.55	-1.55(-1.55)	0.0(615)
260	-1.73	-1.76(-1.76)	0.03(597)
260	-1.42	-1.66(-1.66)	0.24(482)
270	-0.43	-1.2(-1.2)	0.77(154)
270	-1.15	-1.15(-1.15)	0.0(508)
270	-1.18	-1.2(-1.2)	0.02(494)
270	-0.96	-1.16(-1.16)	0.2(398)
280	0.15	-0.82(-0.82)	0.97(195)
280	-0.87	-0.87(-0.87)	0.0(659)
280	-0.9	-0.94(-0.94)	0.03(640)
280	-0.54	-0.8(-0.8)	0.26(513)
290	-0.61	-1.37(-1.37)	0.76(152)
290	-1.23	-1.23(-1.23)	0.0(528)
290	-1.4	-1.42(-1.42)	0.03(513)
290	-1.13	-1.33(-1.33)	0.2(410)
300	-0.05	-1.03(-1.03)	0.98(196)
300	-0.77	-0.77(-0.77)	0.0(689)
300	-0.82	-0.85(-0.85)	0.03(668)
300	-0.58	-0.85(-0.85)	0.27(533)
310	-1.42	-2.18(-2.18)	0.77(153)
310	-2.02	-2.03(-2.03)	0.0(542)
310	-1.98	-2.0(-2.0)	0.03(525)
310	-1.83	-2.04(-2.04)	0.21(419)
320	-0.49	-1.36(-1.36)	0.88(175)
320	-1.28	-1.29(-1.29)	0.0(633)
320	-1.21	-1.24(-1.24)	0.03(614)
320	-1.08	-1.32(-1.32)	0.24(487)
330	-0.96	-1.65(-1.65)	0.69(138)
330	-1.53	-1.53(-1.53)	0.0(501)
330	-1.59	-1.62(-1.62)	0.02(486)
330	-1.46	-1.65(-1.65)	0.19(385)
340	-0.88	-1.65(-1.65)	0.76(153)
340	-1.45	-1.46(-1.46)	0.0(557)
340	-1.57	-1.6(-1.6)	0.03(539)
350	-0.28	-1.11(-1.11)	0.83(167)
340	-1.34	-1.55(-1.55)	0.21(428)
350	-1.03	-1.03(-1.03)	0.0(615)
350	-1.02	-1.05(-1.05)	0.03(596)
360	-0.85	-1.6(-1.6)	0.76(151)
360	-1.47	-1.47(-1.47)	0.0(551)
350	-0.85	-1.09(-1.09)	0.24(472)
360	-1.42	-1.45(-1.45)	0.03(534)
370	-0.38	-1.18(-1.18)	0.8(161)
